,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
34,"The Four Seasons - Concerto No. 3 in F Major, RV 293 ""Autumn"": I. Allegro",Antonio Vivaldi,0.437,0.0648,5,-19.747,1,0.0421,0.921,0.468,0.123,0.19,106.998,audio_features,318875,4
35,"The Four Seasons - Concerto No. 3 in F Major, RV 293 ""Autumn"": II. Adagio molto",Antonio Vivaldi,0.24,0.168,2,-19.165,1,0.0365,0.391,0.988,0.107,0.0335,49.279,audio_features,164307,4
36,"The Four Seasons - Concerto No. 3 in F Major, RV 293 ""Autumn"": III. Allegro",Antonio Vivaldi,0.483,0.093,0,-18.397,1,0.0466,0.923,0.792,0.114,0.348,136.621,audio_features,212000,3
37,"The Four Seasons - Concerto No. 4 in F Minor, RV 297 ""Winter"": I. Allegro non molto",Antonio Vivaldi,0.467,0.169,5,-19.599,0,0.0484,0.834,0.944,0.125,0.328,148.419,audio_features,206369,4
38,"Symphony for Strings and Continuo in G Major, RV 149: I. Allegro molto",Antonio Vivaldi,0.449,0.36,2,-15.532,1,0.0377,0.894,0.954,0.145,0.92,125.155,audio_features,108426,4
39,"Symphony for Strings and Continuo in G Major, RV 149: II. Andante",Antonio Vivaldi,0.661,0.118,7,-18.31,0,0.0862,0.862,0.878,0.653,0.441,113.503,audio_features,92434,4
40,"Symphony for Strings and Continuo in G Major, RV 149: III. Presto",Antonio Vivaldi,0.439,0.167,2,-17.187,1,0.0401,0.931,0.873,0.157,0.622,145.346,audio_features,125768,3
41,"Symphony for Strings and Continuo in B Major, RV 169 ""Al santo sepolcro"": I. Adagio molto",Antonio Vivaldi,0.189,0.182,6,-18.503,1,0.0482,0.824,0.637,0.135,0.0389,66.375,audio_features,153051,4
42,"Symphony for Strings and Continuo in B Major, RV 169 ""Al santo sepolcro"": II. Allegro ma poco",Antonio Vivaldi,0.148,0.148,11,-17.459,0,0.0394,0.911,0.808,0.133,0.0359,94.723,audio_features,210747,4
43,"Symphony for Strings and Continuo in E Major, RV 132: I. Allegro",Antonio Vivaldi,0.583,0.162,4,-16.39,1,0.0374,0.944,0.937,0.158,0.537,108.06,audio_features,251922,4
44,"Symphony for Strings and Continuo in E Major, RV 132: II. Andante",Antonio Vivaldi,0.154,0.0614,6,-18.407,0,0.0397,0.923,0.891,0.1,0.118,81.403,audio_features,122400,3
45,"Symphony for Strings and Continuo in E Major, RV 132: III. Allegro",Antonio Vivaldi,0.617,0.15,4,-15.562,1,0.0324,0.933,0.965,0.132,0.808,93.369,audio_features,151423,4
46,"Symphony for Strings and Continuo in C Major, RV 112: I. Allegro",Antonio Vivaldi,0.439,0.229,7,-17.467,1,0.0414,0.969,0.888,0.107,0.377,119.392,audio_features,115478,4
47,"Symphony for Strings and Continuo in C Major, RV 112: III. Presto",Antonio Vivaldi,0.556,0.199,7,-16.365,1,0.0414,0.937,0.435,0.132,0.738,116.043,audio_features,39944,4
48,"Mandolin Concerto in C Major, RV 425: II. Largo",Antonio Vivaldi,0.486,0.142,9,-18.539,0,0.0507,0.579,0.228,0.158,0.168,79.089,audio_features,126070,4
49,"Mandolin Concerto in C Major, RV 425: I. Allegro",Antonio Vivaldi,0.504,0.33,0,-18.798,1,0.0404,0.689,0.699,0.561,0.42,84.693,audio_features,187724,4
50,"Canon and Gigue in D Major: No. 1, Canon - Remastered",Johann Pachelbel,0.287,0.146,2,-23.095,1,0.0415,0.974,0.872,0.101,0.275,142.246,audio_features,305899,4
51,"Ellens Gesang III ""Ave Maria! Jungfrau mild!"", D.839 - Arr. for Cello and Piano",Franz Schubert,0.122,0.0982,7,-21.564,1,0.0391,0.979,0.924,0.127,0.0942,172.915,audio_features,313233,3
52,"Prelude No.1 in C Major, BWV 846 - Arr. for Piano and Flute",Johann Sebastian Bach,0.168,0.0892,0,-25.128,1,0.0381,0.978,0.847,0.117,0.2,205.15,audio_features,301715,4
53,"3 Gymnopédies: No. 1, Lent et douloureux in D Major - Arr. for Cello and Piano",Erik Satie,0.24,0.0283,7,-26.067,1,0.0381,0.977,0.77,0.117,0.0419,73.239,audio_features,313622,3
54,"Piano Sonata No.14 in C-Sharp Minor, Op.27 No.2 ""Moonlight Sonata"": I. Adagio sostenuto - Remastered",Ludwig van Beethoven,0.243,0.121,1,-20.092,0,0.0371,0.954,0.941,0.106,0.0716,144.77,audio_features,312788,3
55,"Suite bergamasque, L.75: No. 3, Clair de lune - Remastered",Claude Debussy,0.339,0.083,1,-19.951,1,0.0522,0.993,0.897,0.108,0.0462,151.373,audio_features,320515,4
56,"Schwanengesang, D.957: No. 4, Ständchen - Arr. for Cello and Piano",Franz Schubert,0.131,0.0341,2,-23.782,1,0.0401,0.938,0.901,0.112,0.101,181.04,audio_features,448024,4
57,"Pavane pour une infante défunte, M.19 - Arr. for Piano and French Horn",Maurice Ravel,0.343,0.0521,4,-20.923,0,0.0372,0.983,0.939,0.11,0.224,117.449,audio_features,299653,4
58,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air - Arr. for Piano and Violin",Johann Sebastian Bach,0.409,0.0416,11,-20.412,0,0.0377,0.983,0.673,0.101,0.321,133.424,audio_features,305290,4
59,"Piano Sonata No.8 in C Minor, Op. 13 ""Pathetique"": II. Adagio cantabile - Arr. for Piano and Clarinet",Ludwig van Beethoven,0.367,0.0245,0,-20.513,1,0.0375,0.993,0.919,0.154,0.291,112.221,audio_features,303796,4
60,"Haydn: Piano Concerto No. 11 in D Major, Hob. XVIII:11 1: I. Vivace",Franz Joseph Haydn,0.412,0.117,2,-19.567,1,0.0363,0.984,0.902,0.086,0.256,81.476,audio_features,501227,4
61,"Haydn: Piano Concerto No. 11 in D Major, Hob. XVIII:11: II. Un poco adagio (Cadenza by Tharaud)",Franz Joseph Haydn,0.235,0.0671,4,-24.117,1,0.0444,0.982,0.899,0.154,0.0396,83.558,audio_features,445933,4
62,"Haydn: Piano Concerto No. 11 in D Major, Hob. XVIII:11: III. Rondo all'Ungarese (Cadenza by Tharaud)",Franz Joseph Haydn,0.535,0.189,2,-17.198,1,0.037,0.987,0.956,0.0744,0.374,83.262,audio_features,251747,4
63,"Ave Maria, D. 839",Franz Schubert,0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,audio_features,256573,4
64,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",Franz Schubert,0.343,0.0209,8,-27.015,1,0.0398,0.987,0.922,0.126,0.0393,125.242,audio_features,497773,3
65,"Prelude & Fughetta in G Major, BWV 902: 1. Prelude",Johann Sebastian Bach,0.38,0.254,2,-24.967,1,0.0365,0.992,0.926,0.117,0.805,101.1,audio_features,206427,4
66,Adagio For Strings And Organ In G Minor,Tomaso Albinoni,0.0781,0.0462,0,-23.246,0,0.0365,0.559,0.863,0.188,0.0343,81.291,audio_features,708933,4
67,"Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 3. Allegro",Antonio Vivaldi,0.548,0.208,1,-21.278,1,0.0421,0.764,0.22,0.0929,0.79,144.352,audio_features,230507,3
68,"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",Franz Joseph Haydn,0.375,0.121,0,-23.44,1,0.0406,0.984,0.871,0.0984,0.453,147.398,audio_features,424307,4
69,"Vivaldi: The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": III. Allegro",Antonio Vivaldi,0.335,0.196,5,-17.766,0,0.0729,0.903,0.499,0.178,0.304,172.424,audio_features,195560,3
70,"Concerto For 4 Violins In B Minor, Op. 3, No. 10, RV 580 : I. Allegro",Antonio Vivaldi,0.497,0.311,11,-14.171,0,0.069,0.798,0.0012,0.0641,0.629,107.428,audio_features,234893,4
71,"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",Antonio Vivaldi,0.222,0.0634,10,-26.68,1,0.0501,0.918,0.163,0.172,0.124,121.013,audio_features,137613,4
72,"The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",Antonio Vivaldi,0.362,0.363,7,-18.632,1,0.0385,0.947,0.892,0.251,0.73,132.945,audio_features,179333,3
73,"The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": II. Largo e pianissimo sempre",Antonio Vivaldi,0.192,0.0555,1,-24.545,0,0.0464,0.983,0.165,0.0848,0.0635,86.457,audio_features,154893,3
74,"Violin Concerto No. 1 in E Major, RV 269 ""La primavera"": 1. Allegro",Antonio Vivaldi,0.454,0.19,4,-16.032,1,0.0477,0.748,0.659,0.195,0.145,105.397,audio_features,199987,4
75,"Concerto for Violin, Strings and Continuo in F Minor, No. 4, Op. 8, RV 297, “L’ Inverno” (Winter): I. Allegro Non Molto",Vivaldi Chamber Music Orchestra,0.512,0.404,5,-9.931,0,0.0507,0.897,0.885,0.105,0.368,147.637,audio_features,209732,4
76,"Concerto for Violin and Strings in G minor, Op.8, No.2, RV 315, ""L'estate"": 3. Presto (Tempo impetuoso d'estate)",Antonio Vivaldi,0.277,0.398,7,-16.178,0,0.0389,0.879,0.923,0.175,0.389,142.102,audio_features,176000,3
77,"Habanera (From “Carmen”, WD. 31)",Georges Bizet,0.47,0.0562,2,-20.772,1,0.0521,0.982,0.0,0.136,0.476,132.334,audio_features,167747,4
78,Sweetest Love,Morgan Pochin,0.23,0.0725,2,-22.983,1,0.0428,0.963,0.00152,0.128,0.177,75.108,audio_features,237533,4
79,"Delibes: Lakmé, Act 1: ""Dôme épais, le jasmin"" (Lakmé, Mallika)",Léo Delibes,0.291,0.119,11,-20.493,1,0.0439,0.972,0.51,0.296,0.0571,125.103,audio_features,210613,3
80,"Turandot / Act 3: ""Nessun dorma!""",Giacomo Puccini,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,audio_features,177333,4
81,"Crux Fidelis (after ""Ombra ma fu""- Xerses, HWV 40)",George Frideric Handel,0.182,0.0487,5,-28.2,1,0.0441,0.951,0.501,0.118,0.0504,133.144,audio_features,149840,5
0,Alingo,P-Square,0.735,0.885,10,-3.669,0,0.175,0.0397,0.0,0.0916,0.61,125.946,audio_features,271787,4
1,In My Bed,WizKid,0.851,0.77,11,-5.667,0,0.0486,0.00424,0.0,0.0342,0.658,125.006,audio_features,230558,4
2,Igbeyawo,Oritse Femi,0.716,0.941,9,-1.91,1,0.112,0.32,0.0,0.301,0.92,125.074,audio_features,228807,4
3,Kontrol,Maleek Berry,0.868,0.521,1,-6.902,0,0.0512,0.281,6.36e-05,0.0992,0.886,113.993,audio_features,206316,4
4,Panya (feat. Tekno),Bracket,0.848,0.918,6,-3.126,0,0.14,0.034,1.09e-05,0.0837,0.946,123.036,audio_features,242313,4
5,Finally,Master Kraft,0.875,0.896,11,-2.287,0,0.0438,0.175,0.0,0.0589,0.948,111.631,audio_features,222537,4
6,Bad Girl (feat. Wizkid),Jesse Jagz,0.785,0.898,3,-1.027,0,0.11,0.0526,0.0,0.0685,0.759,103.003,audio_features,265054,4
7,Oliver Twist,D'banj,0.829,0.895,8,-5.006,1,0.0754,0.423,8.45e-06,0.111,0.876,125.033,audio_features,234893,4
8,Who You Epp?,Olamide,0.808,0.896,2,-2.538,1,0.2,0.591,0.0,0.214,0.834,110.962,audio_features,221160,4
9,Do Like That,Korede Bello,0.835,0.366,5,-10.246,0,0.426,0.357,0.0,0.0793,0.659,114.044,audio_features,213519,4
10,Wo!!,Olamide,0.849,0.385,4,-16.261,0,0.0838,0.537,0.0196,0.0916,0.963,129.013,audio_features,195422,4
11,Pick Up,Adekunle Gold,0.845,0.881,6,-4.358,1,0.0708,0.311,0.00021,0.0426,0.978,108.014,audio_features,202000,4
12,If,DaVido,0.951,0.661,7,-2.678,0,0.0612,0.397,0.0,0.0686,0.926,104.997,audio_features,237714,4
13,FIA,DaVido,0.819,0.751,9,-3.175,1,0.0459,0.344,1.27e-05,0.425,0.858,107.063,audio_features,214206,4
14,Daddy Yo,WizKid,0.819,0.839,6,-3.663,0,0.0682,0.234,1.74e-05,0.137,0.81,98.968,audio_features,160293,4
15,African Bad Gyal (feat. Chris Brown),WizKid,0.781,0.957,2,-3.461,1,0.0982,0.0191,0.0,0.248,0.538,109.978,audio_features,205347,4
16,Come Closer (feat. Drake),WizKid,0.825,0.453,4,-7.429,0,0.227,0.127,3.82e-06,0.0838,0.496,99.974,audio_features,211293,4
17,Dirty Wine (feat. Ty Dolla $ign),WizKid,0.731,0.659,9,-4.712,1,0.125,0.215,0.0,0.0624,0.539,98.004,audio_features,181120,4
18,Only Me,2Baba,0.493,0.664,3,-4.992,0,0.185,0.43,0.0,0.112,0.815,99.82,audio_features,222434,4
19,Assurance,DaVido,0.665,0.799,4,-3.244,0,0.115,0.275,2.99e-06,0.0756,0.806,206.007,audio_features,249320,4
20,Energy (Stay Far Away),Skepta,0.836,0.614,8,-4.543,0,0.311,0.345,9.86e-05,0.088,0.603,101.97,audio_features,199521,4
21,Bella,MHD,0.793,0.683,6,-5.167,0,0.126,0.111,0.0,0.172,0.616,102.021,audio_features,185176,4
22,KANA,Olamide,0.853,0.822,10,-5.917,0,0.212,0.345,0.000114,0.13,0.62,102.82,audio_features,207379,4
23,Onyeoma,Phyno,0.718,0.715,0,-5.163,1,0.15,0.0459,1.71e-05,0.144,0.93,93.658,audio_features,241921,3
24,Motigbana,Olamide,0.855,0.805,7,-5.484,1,0.129,0.387,0.00154,0.0816,0.604,95.008,audio_features,237513,4
25,Gbona,Burna Boy,0.798,0.813,4,-5.869,0,0.162,0.564,0.000141,0.108,0.942,93.912,audio_features,187609,4
26,Fall,DaVido,0.928,0.675,5,-3.535,1,0.0566,0.379,0.0,0.0533,0.794,105.952,audio_features,240000,4
27,Dayanmo - feat. Tee y Mix,Lhanray Xcape,0.936,0.675,0,-5.815,1,0.185,0.342,0.000156,0.0918,0.643,124.94,audio_features,199079,4
28,Soapy,Naira Marley,0.9,0.806,1,-4.816,1,0.246,0.159,0.00971,0.0811,0.671,123.038,audio_features,174043,4
29,Opotoyi (Marlians),Naira Marley,0.811,0.818,11,-8.002,0,0.0685,0.123,0.000347,0.107,0.791,124.976,audio_features,242000,4
30,Am I a Yahoo Boy,Naira Marley,0.849,0.783,8,-3.919,1,0.369,0.425,5.14e-06,0.266,0.601,118.121,audio_features,148821,4
31,Risky,DaVido,0.714,0.702,8,-4.544,1,0.264,0.15,0.0,0.0993,0.74,126.511,audio_features,270316,5
32,Mafo,Naira Marley,0.849,0.862,9,-3.541,0,0.161,0.2,0.00455,0.0658,0.619,119.999,audio_features,214000,4
33,Killin Dem,Zlatan,0.876,0.808,3,-5.382,0,0.176,0.107,0.00447,0.121,0.745,112.923,audio_features,220885,4
34,Gbeku,Zlatan,0.959,0.559,10,-9.79,0,0.166,0.0949,0.011,0.0497,0.882,112.047,audio_features,234888,4
35,Bolanle,IVD,0.917,0.901,0,-4.424,1,0.152,0.155,0.000465,0.0933,0.668,118.989,audio_features,173713,4
36,Bum Bum,DMW,0.912,0.728,1,-4.361,0,0.109,0.0423,0.000133,0.107,0.341,111.036,audio_features,218410,4
37,Gbeku,Zlatan,0.94,0.843,3,-1.854,0,0.167,0.168,0.00154,0.0536,0.856,112.06,audio_features,234888,4
38,Jealous,Fireboy DML,0.747,0.778,4,-6.993,0,0.0501,0.116,0.000112,0.631,0.311,103.019,audio_features,216667,4
39,Blow My Mind,DaVido,0.52,0.644,7,-7.09,0,0.0783,0.129,0.000235,0.107,0.6,103.646,audio_features,199173,4
40,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",StarBoy,0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003,audio_features,255608,4
41,Mad Over You,Runtown,0.843,0.548,4,-5.209,0,0.0477,0.433,8.34e-05,0.109,0.811,107.044,audio_features,216059,4
42,Location (feat. Burna Boy),Dave,0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,audio_features,241293,4
43,Ye,Burna Boy,0.503,0.592,5,-5.923,0,0.444,0.0181,0.00014,0.169,0.344,201.85,audio_features,231618,4
44,Anybody,Burna Boy,0.863,0.882,6,-2.396,0,0.0612,0.0134,5.6e-05,0.078,0.642,103.987,audio_features,188741,4
45,On the Low,Burna Boy,0.816,0.781,1,-4.237,0,0.0425,0.692,0.00935,0.0835,0.937,99.95,audio_features,185899,4
46,What Do You See? (feat. Kojo Funds),Spinall,0.753,0.656,9,-5.229,0,0.0646,0.156,1.35e-06,0.124,0.763,105.047,audio_features,208000,4
47,Credit Alert,Rescort,0.957,0.697,8,-4.568,1,0.2,0.0213,0.000139,0.084,0.624,119.014,audio_features,245548,4
48,FotiFoyin,Rexxie,0.912,0.87,1,-3.459,0,0.266,0.15,5.08e-05,0.0501,0.609,122.01,audio_features,215223,4
49,Royal Rumble,Naira Marley,0.873,0.876,4,-4.234,0,0.143,0.0769,0.0052,0.138,0.567,103.011,audio_features,245099,4
50,L'enu,Buju,0.816,0.629,6,-4.219,0,0.148,0.574,1.69e-05,0.119,0.669,112.981,audio_features,213267,4
51,Spiritual,Buju,0.627,0.627,3,-4.036,0,0.332,0.4,0.0,0.0966,0.677,113.069,audio_features,208918,4
52,Shugar,Oxlade,0.873,0.746,3,-7.748,0,0.105,0.494,0.00796,0.103,0.809,117.97,audio_features,180143,4
53,Low,Larry Gaaga,0.758,0.584,9,-2.862,0,0.0751,0.62,0.00252,0.0835,0.769,101.929,audio_features,233012,4
54,Doe,Larry Gaaga,0.836,0.803,2,-3.345,0,0.0519,0.258,2.95e-05,0.241,0.778,104.962,audio_features,242857,4
55,Nobody Fine Pass You,T-Classic,0.791,0.678,3,-6.398,0,0.095,0.633,2.46e-06,0.0683,0.961,114.005,audio_features,215122,4
56,Yes or No,DJ Kaywise,0.827,0.728,9,-5.261,1,0.0594,0.305,0.0,0.259,0.797,114.046,audio_features,166318,4
57,See Mary See Jesus,DJ Kaywise,0.795,0.919,6,-3.787,0,0.35,0.165,0.0,0.497,0.65,125.018,audio_features,220395,4
58,Alert (feat. Mr Eazi),DJ Kaywise,0.918,0.741,9,-8.196,0,0.253,0.0924,1.24e-05,0.0864,0.535,125.028,audio_features,201600,4
59,Keep Your Kpali,Rexxie,0.836,0.845,7,-5.397,1,0.214,0.172,0.0441,0.341,0.636,123.058,audio_features,141610,4
60,Baby Lova,LiGi,0.722,0.71,8,-4.55,0,0.0533,0.362,0.0,0.0885,0.681,109.039,audio_features,203781,4
61,Of Lagos,Mayorkun,0.896,0.735,10,-5.248,1,0.0622,0.0965,0.0,0.0735,0.674,113.024,audio_features,165721,4
62,Skeletun,Tekno,0.747,0.64,4,-4.766,0,0.0899,0.0355,8.07e-05,0.338,0.173,201.999,audio_features,192624,4
63,Nobody,DJ Neptune,0.707,0.866,6,-3.612,0,0.0354,0.251,2.5e-06,0.263,0.768,108.053,audio_features,145860,4
64,Beamer (Bad Boys),Rema,0.657,0.645,10,-5.349,0,0.25,0.0581,0.0,0.337,0.452,129.369,audio_features,195048,3
65,G.W.H.F,Wonu,0.688,0.588,5,-3.624,0,0.0336,0.199,0.0,0.159,0.329,98.979,audio_features,201247,4
66,FEM,DaVido,0.775,0.687,1,-6.174,1,0.0725,0.493,8.5e-05,0.0958,0.541,108.017,audio_features,202222,4
67,"Idi Oremi (Opotoyi, Pt. 2)",Naira Marley,0.894,0.799,1,-5.732,1,0.258,0.254,6.43e-05,0.0688,0.736,126.032,audio_features,194000,4
68,PuTTin,Tekno,0.592,0.642,6,-6.576,0,0.0544,0.314,0.342,0.0932,0.653,199.903,audio_features,155250,4
69,Abule,Patoranking,0.687,0.79,8,-7.122,1,0.194,0.119,2.57e-05,0.104,0.603,99.669,audio_features,199198,4
70,In My Maserati,Olakira,0.756,0.884,6,-4.702,1,0.0606,0.175,0.0,0.0975,0.835,103.991,audio_features,187959,4
71,Ginger Me,Rema,0.567,0.577,8,-7.833,0,0.134,0.134,0.000397,0.145,0.719,200.008,audio_features,205893,5
72,As E Dey Go,Naira Marley,0.858,0.888,1,-3.442,1,0.0718,0.00725,0.316,0.0424,0.878,118.033,audio_features,197485,4
73,Cash App,Bella Shmurda,0.813,0.933,11,-3.997,1,0.317,0.461,2.39e-05,0.125,0.925,120.293,audio_features,236069,4
74,Infinity (feat. Omah Lay),Olamide,0.93,0.535,7,-8.755,0,0.111,0.303,0.0201,0.146,0.518,102.017,audio_features,171765,4
75,Loading (feat. Bad Boy Timz),Olamide,0.937,0.797,2,-4.768,0,0.206,0.0733,0.000835,0.147,0.64,120.001,audio_features,194000,4
0,Kaahe Re,Antariksh,0.573,0.805,11,-8.018,1,0.0382,0.00602,0.0471,0.121,0.505,144.969,audio_features,347492,4
1,Zen,Kalika,0.699,0.573,1,-10.194,1,0.0252,0.169,3.65e-05,0.154,0.594,94.977,audio_features,174315,4
2,Rangdeh,Khanabadosh,0.618,0.433,7,-8.657,1,0.0292,0.283,0.00124,0.0709,0.668,79.96,audio_features,224297,4
3,Dil Kho Gaya,The Vipin Mishra Project,0.555,0.394,7,-8.783,1,0.0264,0.271,2.94e-06,0.1,0.157,135.923,audio_features,296827,3
4,Bandheh,Indian Ocean,0.612,0.425,0,-8.706,0,0.0499,0.36,7.85e-06,0.0776,0.17,135.009,audio_features,468793,4
5,Zindaano,Parvaaz,0.458,0.607,9,-8.162,1,0.056,0.225,0.499,0.0669,0.416,65.713,audio_features,216500,4
6,Ki Tum Ho,Chaar Hazaari,0.444,0.708,0,-6.442,1,0.0316,0.266,0.0015,0.36,0.292,170.028,audio_features,272033,3
7,Vaqt,Khanabadosh,0.563,0.426,7,-9.039,1,0.0289,0.272,0.000312,0.0953,0.269,75.012,audio_features,227444,4
8,Raahiya,Antariksh,0.49,0.794,10,-5.991,1,0.041,0.0351,5.85e-06,0.0995,0.456,166.136,audio_features,232997,4
9,Quest,Antariksh,0.305,0.8,11,-7.152,1,0.0435,0.000908,0.00631,0.0693,0.273,114.007,audio_features,374689,4
10,Fizool Hai Sab,Khanabadosh,0.324,0.66,2,-6.563,1,0.0678,0.55,0.0,0.0698,0.462,93.335,audio_features,197041,4
11,Bawra,NAALAYAK,0.38,0.744,2,-7.341,1,0.0456,0.0419,1.81e-05,0.0273,0.637,189.875,audio_features,313579,4
12,Pari,Kashmir,0.368,0.275,8,-10.773,0,0.0353,0.26,1.44e-05,0.0907,0.166,127.988,audio_features,292500,3
13,Jee Le Zara,Antariksh,0.602,0.811,1,-5.721,1,0.0397,0.00837,0.00106,0.0675,0.374,125.006,audio_features,280000,4
14,Rooh,aswekeepsearching,0.537,0.69,1,-8.29,1,0.04,0.0504,0.0185,0.109,0.205,120.035,audio_features,250810,4
15,Mita Do,Sifar,0.627,0.73,11,-4.346,0,0.0335,0.355,0.000734,0.126,0.46,148.003,audio_features,256093,4
16,Kya Tu Jaane,The Vipin Mishra Project,0.608,0.639,2,-9.335,1,0.0367,0.12,0.598,0.0887,0.0795,97.995,audio_features,249104,4
17,Sab Bhula Kai,Call,0.518,0.717,2,-6.775,1,0.0265,0.539,0.0941,0.136,0.366,138.036,audio_features,332880,4
18,Kuch Bhi Karlo,Swastik The Band,0.261,0.419,4,-10.821,1,0.0327,0.273,5.51e-06,0.23,0.189,104.143,audio_features,264385,5
19,Duur,Strings,0.624,0.804,5,-7.602,1,0.044,0.0148,0.00326,0.0867,0.616,117.885,audio_features,307627,4
20,Aaftaab,The Local Train,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.877,audio_features,233472,4
21,Aasmaan,Call,0.536,0.863,5,-3.774,1,0.0412,0.212,5.09e-06,0.0732,0.466,96.016,audio_features,258424,4
22,Faasle,Anand Bhaskar Collective,0.275,0.54,4,-7.855,1,0.0316,0.548,0.000518,0.112,0.265,101.713,audio_features,384960,4
23,Sawera,Sifar,0.477,0.847,0,-3.958,0,0.0342,0.124,0.000542,0.0735,0.294,150.076,audio_features,248200,4
24,Marz,The Yellow Diary,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,audio_features,222579,4
25,Umeedein,NAALAYAK,0.477,0.426,1,-9.867,1,0.0285,0.0433,0.0,0.0755,0.0693,140.066,audio_features,218159,3
26,Pardesi,Abdullah Qureshi,0.675,0.678,1,-8.498,1,0.0285,0.0181,9.49e-06,0.211,0.768,122.016,audio_features,216960,4
27,Garaj Baras - The Challenger,Mukt,0.617,0.53,9,-10.355,1,0.0564,0.0533,0.000539,0.362,0.49,140.103,audio_features,365500,4
28,Fanaa,Sifar,0.623,0.712,5,-9.743,1,0.036,0.151,0.000131,0.119,0.271,117.962,audio_features,275593,4
29,Farda,Bayaan,0.538,0.726,0,-6.222,1,0.0373,0.00956,2.79e-06,0.104,0.323,104.925,audio_features,269268,4
30,Suno,Bayaan,0.542,0.295,7,-8.91,1,0.0284,0.723,6.66e-06,0.137,0.142,114.993,audio_features,291573,4
31,Kashti,Desert Rock,0.406,0.595,11,-7.969,1,0.0338,0.418,0.0,0.141,0.474,106.342,audio_features,229859,3
32,Khwaab,Kashmir,0.34,0.485,4,-7.42,0,0.0299,0.0767,0.00268,0.119,0.181,146.781,audio_features,327500,4
33,Shaam Tanha,Agnee,0.441,0.538,2,-10.1,1,0.0888,0.409,0.00515,0.143,0.731,169.676,audio_features,299360,4
34,Bekhabar,Bayaan,0.361,0.715,0,-8.437,1,0.0616,0.0152,0.00389,0.315,0.454,115.418,audio_features,296261,4
35,Fanaah,Antariksh,0.656,0.868,3,-6.342,1,0.0484,0.00881,4.48e-05,0.0677,0.665,134.991,audio_features,243000,4
36,Dheere Se,The Yellow Diary,0.584,0.548,8,-10.19,1,0.0361,0.669,0.0036,0.164,0.386,160.002,audio_features,198000,4
37,Fanaa - Live,Sifar,0.568,0.737,9,-8.322,1,0.0339,0.0222,1.85e-05,0.0767,0.481,117.997,audio_features,299000,4
38,Aaoge Tum Kabhi,The Local Train,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,audio_features,313163,4
39,Jogi,Swastik The Band,0.55,0.648,2,-6.5,0,0.0557,0.276,9.72e-05,0.069,0.352,80.03,audio_features,376855,4
40,Laaree Chootee,Call,0.567,0.758,0,-6.564,1,0.0635,0.229,0.0,0.31,0.583,92.99,audio_features,237308,4
41,Laapata,Moongphali,0.477,0.73,1,-3.902,0,0.0315,0.119,0.0572,0.11,0.195,143.969,audio_features,389583,3
42,Choo Lo,The Local Train,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,audio_features,233630,4
43,"Dil Beparvah - The Dewarists, Season 5",Ankur Tewari,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,audio_features,250000,3
44,Din,Desert Rock,0.396,0.346,0,-12.196,1,0.0367,0.631,9.9e-05,0.108,0.167,106.184,audio_features,234930,3
45,Bandey,The Local Train,0.658,0.621,8,-7.506,1,0.03,0.0112,0.000755,0.109,0.613,92.025,audio_features,305336,4
46,Buniyaad,The Yellow Diary,0.476,0.481,6,-9.441,0,0.0302,0.733,0.123,0.0504,0.152,130.031,audio_features,256000,4
47,Kaisey Jiyun,The Local Train,0.386,0.824,11,-5.225,0,0.0317,0.000305,6.5e-06,0.269,0.362,163.989,audio_features,239085,4
48,Ye Hai Meri Kahani,Strings,0.571,0.62,5,-9.689,1,0.0392,0.0679,0.000544,0.101,0.581,157.998,audio_features,316653,4
49,Khudi,The Local Train,0.626,0.791,3,-6.502,1,0.0397,0.0196,9.08e-05,0.106,0.538,127.037,audio_features,297643,4
50,Waqt Ki Baatein,Dream Note,0.555,0.205,4,-16.452,1,0.0329,0.916,0.056,0.112,0.216,145.004,audio_features,243310,3
